Title,Global Sentiment
 S&P 500 Retreats After Rallying Amid Easing Concerns Over Japan's Earthquake Impact,0
 Walgreen Co. and Carnival Corp. Stocks Drop After Profit Margins Miss Estimates,-1
" UK Inflation Accelerates, Increasing Pressure to Raise Interest Rates",0
 Japan's Nikkei 225 Stock Average Rebounds After Earthquake,1
 Intensity of Military Campaign in Libya Expected to Ease After Imposition of No-Fly Zone,1
 Yemen's President Warns of Potential Civil War Amid Uprising,1
" Cotton, Cocoa, and Natural Gas Prices Rise Amid Global Unrest.",1
U.S. Stocks Rise as Metal Prices Lift Commodity Shares,0
Oil Gains as Allied Forces Strike Libyan Troops,1
Bonds of Europe's Most Indebted Nations Sink Amid Portugal Bailout Concerns,0
Copper Rallies Amid Growth in Orders,1
Euro Weakens as Treasuries Turn Lower,0
Freeport-McMoRan Copper & Gold Inc. Leads Raw-Material Producers' Advance,1
"Portuguese, Irish, and Greek Bonds Slide Amid Austerity Measures Debate",0
Jabil Circuit Inc. Profit Forecast Tops Estimates,1
 Adobe Systems Inc. Forecasts Below-Estimate Earnings Due to Reduced Sales in Japan,-1
 Wells Fargo & Co. Attributes Slide in Home Sales to Bad Weather,0
 Federal Reserve Buys Less Debt Than Average in Quantitative-Easing Purchase,0
 Default Protection Costs for U.S. Banks Rise Amid Europe's Debt Crisis,0
 Euro Weakens Against Major Counterparts,0
 European Stocks Rise as Mining Companies Climb with Metal Prices,0
 Nestle SA Rises in Zurich Trading Amid Unsafe Tap Water Concerns in Tokyo,1
 Japan's Government Estimates Earthquake and Tsunami Damage at $309 Billion,0
 Egypt's EGX 30 Index Falls as Trading Resumes After Uprising,-1
 S&P GSCI Commodity Index Rises for a Sixth Day,0
 Aluminum Advances on Speculation of Reconstruction Spending in Japan.,1
Global Stocks Gain for Sixth Consecutive Day Amid Improving Earnings,1
"Portugal Bonds Fall, Euro Strengthens Against Dollar",1
Technology Shares Lead Gains in U.S. Equities,1
"U.S. Jobless Claims Decrease, Benefits Drop to Lowest Level in Three Years",1
U.S. Stock Options Experience Biggest Six-Day Drop Since November 2008,1
U.K. Retail Sales Fall More Than Economists Forecast in February,1
"Commodities Rise, Led by Cotton, Corn, Sugar, and Wheat",1
" Egyptian Shares Erase Earlier Losses, EGX 100 Index Gains 0.9 Percent",1
 Oil Fluctuates Near $105 a Barrel Amid Continued Strikes in Libya,0
" Spain's 10-Year Yield Unchanged, Italy's Falls One Basis Point",1
 New Zealand's Dollar Jumps More Than 1.2 Percent Against U.S. Currency and Yen,1
" MSCI Emerging Markets Index Gains 1 Percent, Fifth Advance",1
" U.S. Treasuries Fall, 10-Year Yield Rises Five Basis Points",1
 Nine Stocks Gain for Every One That Falls in Stoxx Europe 600 Index,1
" Natural Gas, Cocoa, and Coffee Experience Biggest Losses in Commodities",-1
"U.S. Stocks Gain on Earnings; Portugal Bonds Fall, Aussie Rises",0
Oracle Corp.'s Profit Forecast Tops Analysts Estimates,1
"Economic Growth Revised Higher, Boosting U.S. Stocks",0
Australia's Currency Touches Record Versus Dollar as Commodities Rise,0
S&P 500 Rebounds 4.5 Percent from 2011 Low,0
Global Economy Unhurt by Japan's Worst Earthquake and Middle East Uprisings,-1
U.S. Stock Options Witness Biggest Seven-Day Drop Since 2008,0
Company Fundamentals Lead Investors to Bid Market Higher,0
" Economy Grows 3.1 Percent in Fourth Quarter, According to Commerce Department",0
 Consumer Sentiment Decreases to 67.5 from 77.5 in February,0
 Oracle Rallies 1.6 Percent Amid Boom in Demand,1
 Cost to Protect U.S. Corporate Bonds from Default Remains Unchanged,0
 Australia's Dollar Rallies Against 14 of 16 Major Peers,0
 New Zealand's Dollar Climbs 0.5 Percent Versus U.S. Currency,0
" Franc Depreciates 0.6 Percent Against Euro, 1.3 Percent Versus Dollar",-1
" Oil Edges Lower in New York, Fails to Breach Technical Resistance at 30-Month High.",0
U.S. Stocks Erase Gains Amid Slow Trading and Japan's Nuclear Crisis,0
Two-Year Treasury Yields Increase for Sixth Day,0
Crude Oil Prices Fall 1.4 Percent,-1
Marriott and EBay Stocks Decline More Than 4.2 Percent,-1
Radiation Levels at Japan's Fukushima Dai-Ichi Plant Impact U.S. Stock Market,0
Consumer Spending and Home Sales in U.S. Exceed Projections,0
Marriott Reports Revenue Growth Hindered by Weak North American Demand,-1
EBay Announces $2.4 Billion Takeover of GSI Commerce Inc.,-1
" European Stocks Rise, Boosting Stoxx Europe 600 Index",0
 Alcatel-Lucent and Nokia Stocks Climb After Goldman Sachs Rating Boost,1
 Federal Reserve Bank of St. Louis President Suggests Economy May Be Ready for End to Stimulus,0
 Yen Weakens Against Dollar and Euro,0
 Bank of Israel Raises Benchmark Interest Rate as Inflation Accelerates,1
 U.S. Stocks Outperform European and Asian Markets Since Dec. 31,0
 Two-Year Treasury Note Yield Reaches Highest Level Since March 4,0
 Shekel Strengthens Against Dollar After Bank of Israel Interest Rate Hike.,1
"U.S. Stocks Rise, S&P 500 Index Hits Three-Week High",1
Yen Falls to Weakest Level Since May Amid Speculation of Curtailment of Stimulus Measures,0
"Crude Oil Prices Increase, Breaking Three-Day Losing Streak",1
Home Depot Inc. Rallies After Selling $2 Billion in Debt for Stock Buybacks,1
Schlumberger Ltd. Leads Energy Stocks Higher as Oil Prices Rise,1
"S&P 500 Closes at 32-Month High Before Falling to 1,256.88 on March 16",1
Yen Weakens Against All Major Counterparts as U.S. Federal Reserve May Curtail Debt Buying,0
 Energy Stocks in S&P 500 Advance as Oil Rallies,1
 Brazil Imposes Tax to Stem Gains as Real Becomes Second-Best Performer,1
" Home Depot Inc. and Schlumberger Ltd. Advance, Boosting S&P 500",1
 Yields on Five-Year Treasury Notes Climb in Longest Losing Streak Since Lehman Brothers Bankruptcy,1
 New Zealand's Dollar Becomes Top Currency Against Yen After Posting First Trade Surplus in Eight Months.,1
"Stocks Rise on Job Growth; Treasuries Advance, Oil Retreats",1
S&P 500 Extends Biggest First-Quarter Rally Since 1998,1
Russell 2000 Index Climbs to Highest Level Since October 2007,1
Seven-Year Treasury Yields Fall 5 Basis Points to 2.85 Percent,0
Oil Slips 0.5 Percent to $104.27 a Barrel,0
"U.S. Companies Add 201,000 Jobs in March",1
Hitachi Ltd.'s Main Plant to Resume Full Operation Next Month,1
Agricultural Bank of China Ltd. and Cheung Kong (Holdings) Ltd. Report Earnings That Beat Analyst Estimates,1
AT&T Inc. Rallies 2.2 Percent After CEO Advocates for T-Mobile USA Takeover,1
 Visa Inc. and Discover Financial Services Climb Amid Speculation of U.S. Debit-Card Fee Curbs,1
 Treasuries Advance as Highest Yields in Almost a Year Attract Buyers,0
 Natural Gas for May Delivery Rises 2.7 Percent on Forecasts of Below-Normal Temperatures,1
 Live Cattle Futures Climb to Record $1.198 a Pound on Bets of Increased Meat Demand from Japan,1
 Rubber Futures Rally 1.2 Percent After Floods Damage Harvests in Thailand,1
 Bank of Ireland Plc Slides 11 Percent Amid Speculation of Government Takeover,-1
" MSCI Emerging Markets Index Surges 1.6 Percent, Erasing This Year's Loss",1
 Australian Dollar Strengthens to Record High on Prospects of Increased Global Demand for Commodities.,1
"Irish, Portugal Bonds, Stocks Fall on Debt Concern; Oil Rallies",0
Irish Regulators Instruct Four Banks to Raise Additional Capital,0
Stoxx 600 Banks Index Loses 2.3 Percent as European Banks Suffer,-1
S&P 500 Trims First-Quarter Rally to 5.4 Percent,0
Berkshire Hathaway Inc. Class B Shares Fall 2.1 Percent After Sokol's Resignation,-1
" U.S. Initial Jobless Claims Fall by 6,000 in the Week Ended March 26",0
 Euro Appreciates After Euro-Region Inflation Accelerates in March,0
 Oil Extends Quarterly Advance to 17 Percent Amid Libyan Conflict,1
" MSCI Emerging Markets Index Increases 0.9 Percent, Capping a Third Straight Quarterly Advance",1
 Goldman Sachs Predicts 14 Percent Rally for Emerging-Market Stocks.,0
Stocks Rally Following Strong U.S. Jobs Growth,1
Oil Reaches Highest Price Since 2008,1
S&P 500 Index Increases 0.5 Percent,1
"U.S. Payrolls Grow by 216,000 Workers in March",1
Manufacturing Industries Show Significant Growth,1
Ireland Refuses to Force Losses on Senior Bondholders Despite Financial Strain,1
U.S. Unemployment Rate Declines to Two-Year Low,1
 Oil in New York Rises 1.1 Percent,1
 Corn Prices Surge Following Lower Supply Reports,0
 Federal Reserve Bank of New York President Comments on Tenuous U.S. Economic Recovery,1
 MSCI Emerging Markets Index Reaches Highest Level Since 2008,1
 Yen Falls 1.1 Percent Against the Dollar,1
 Ivory Coast's Defaulted Dollar Bonds Climb 4.7 Percent Amid Political Unrest.,1
U.S. Stocks Maintain Record Levels as Treasuries Rise on Payrolls Data,0
Payrolls Data Supports Speculation of Economy Withstanding Overseas Slowdown,0
"Employment Gains Exceed 200,000 for Ninth Consecutive Month in October",0
"Jobless Rate Falls to Six-Year Low, Boosting Share of Population Working",0
U.S. Policy Makers End Third Round of Bond Purchases Under Quantitative-Easing Stimulus Strategy,0
S&P 500 and Dow Jones Industrial Average Extend All-Time Highs,0
S&P 500 Rebounds 9.1 Percent from Six-Month Low as Companies Beat Analysts' Earnings Estimates,0
Health-Care Companies Decline as U.S. Supreme Court Agrees to Consider Challenge to Obamacare Subsidies,0
MSCI Emerging Markets Index Extends Five-Day Slump to 2.7 Percent,1
 Ruble Trims Worst Week Since 2009 Amid Russian Central Bank's Support,1
" West Texas Intermediate and Brent Crude Oil Prices Rise, Trimming Weekly Decline",1
" Gold Advances 2.4 Percent to $1,169.80 an Ounce.",1
"S&P 500 Erases Gain, Bonds Drop on Fed Concerns",1
Oil Prices Fall from 30-Month High,0
Gold Climbs to Record High,1
Texas Instruments Makes Takeover Bid for National Semiconductor Corp,1
Boeing Faces Potential Issues with 737 Jets,-1
Fed Officials Debate Removal of Record Stimulus,0
Apple's Weighting in Nasdaq-100 to be Reduced,0
 Poland's Central Bank Raises Key Rate for Second Time This Year,0
 Australia's Central Bank Keeps Interest Rates Unchanged,0
 UK Service-Industry Growth Accelerates in March,1
 New Zealand's Finance Minister Expresses Confidence in Business Sector,0
 Concerns Over Potential Bailout Increase Portugal Bond Drop.,1
Euro Reaches 14-Month High on Rate Bets,1
Stocks and Commodities Up Amid Euro Rally,0
Gold Climbs to Record High for Second Day,0
S&P/GSCI Index of Commodities at Highest Level Since 2008,1
ECB Expected to Raise Borrowing Costs for First Time in Three Years,1
U.S. Federal Reserve Unlikely to Tighten Monetary Policy by Year-End,1
U.S. Treasury to Auction $66 Billion in Notes Amid Government Shutdown Threat,0
S&P 500 Nears 32-Month High Amid Global Economic Confidence,1
 Cisco Systems Inc. Leads Dow Jones to Almost Three-Year High,1
 Corporate Bond Protection Costs Fall to Two-Week Low Ahead of Earnings Season,1
 European Stocks Rally as Commerzbank AG and Intesa Sanpaolo SpA Detail Capital Raise Plans,1
 Silver Advances to 31-Year High Amid Inflation Expectations,1
 MSCI Emerging Markets Index Gains for Seventh Consecutive Day,1
" China's Central Bank Nears End of Tightening Cycle, According to Goldman Sachs Report.",-1
U.S. Stocks and Japan ETF Drop as Earthquake Shakes Tokyo,-1
Yen Strengthens Amidst Earthquake Aftermath,-1
"Oil Tops $110 a Barrel, Commodity Indexes Reach Highest Levels Since 2008",1
Investor Concerns Rise Over Potential U.S. Government Shutdown,0
Nikkei 225 Stock Average Futures Drop Following Earthquake,0
Cisco System Inc.'s Debt Protection Cost Rises Amidst Need for Major Change,-1
"U.S. House Approves Stopgap Spending Bill, Government Shutdown Still Looms",0
Retail Sales Improvement and Jobless Claims Drop Bolster U.S. Economic Optimism,0
"European Central Bank Increases Benchmark Rate, Euro Slides",0
 Oil Rises to $110.30 a Barrel Amidst Unrest in North Africa and Middle East,1
"Treasuries and Dollar Fall, Commodities Rally Amid Speculation of Federal Reserve's Interest Rate Decisions",-1
"Gold and Tin Reach Record Highs, Oil Gains to a 30-Month High",1
Dollar Index Slumps to Lowest Level Since December 2009,-1
U.S. Stocks Fall as Measures of Expectations for Consumer Prices Surge,0
Brent Oil Reaches Highest Level Since August 2008 Amid Libyan Output Skepticism,1
Dollar Weakens Against All 16 Major Counterparts Following European Central Bank Rate Increase,-1
U.S. Government Shutdown Looms as Lawmakers Fail to Agree on Federal Budget,0
U.S. Stocks Retreat as Higher Energy Prices Threaten Profits,0
Asian and European Stocks Climb as Concerns Over Japan's Earthquake Ease,0
 Euro Gains for Second Consecutive Week Against Dollar,1
 Australian Dollar Reaches Strongest Level Since 1983,1
 Emerging Markets Index Set for Highest Closing Level Since June 2008,0
 Developing-Nation Equity Funds Attract Most Investments Since Mid-October.,0
S&P 500 Index Falls as Energy Producers' Shares Decline,-1
Yield Gap Between 10-Year Notes and Treasury Inflation Protected Securities Widens,0
IMF Cuts U.S. Growth Forecast for 2011 to 2.8 Percent,0
IMF Reduces Japan's Growth Projection to 1.4 Percent,-1
S&P 500 Declines for Third Consecutive Day,0
Anadarko Petroleum and Occidental Petroleum Corp. Shares Slump as Oil Prices Fall,-1
Alcoa Reports First-Quarter Profit Exceeding Analyst Estimates,0
" Global GDP Expected to Grow 4.4 Percent in 2011, According to IMF",0
 Yen Rises Following 6.6-Magnitude Earthquake in Japan,-1
 U.S. Treasury Prepares to Sell $32 Billion of Three-Year Notes,0
 Euro Falls Against Dollar Following European Central Bank's Interest-Rate Increase,0
 Yen Gains Against Euro and Dollar Amidst Earthquake Aftershock,0
 Federal Reserve Officials Argue Against Removing Record Stimulus Due to High Unemployment.,0
Global Stocks and Commodities Fall Following Japan Earthquakes,-1
Treasuries and Swiss Franc Rise Amidst Market Uncertainty,-1
"Alcoa Inc.'s Sales Fall Short of Estimates, Impacting U.S. Shares",-1
Japan's Nuclear Crisis Severity Level Raised to Highest,0
JPMorgan Chase & Co. and Bank of America Corp. Expected to Post Decreases in Q1 Revenue,0
"Exxon Mobil Corp. and Chevron Corp. Decline, Leading Energy Producers' Losses",-1
U.S. Corporate Bonds Default Protection Costs Rise to Highest Level This Month,-1
German Investor Confidence Drops Following European Central Bank's Interest Rate Hike,-1
 Yen and Swiss Franc Strengthen Following Japan Earthquakes,-1
 IMF and European Commission Consider $116 Billion Aid Program for Portugal,-1
 Crude Oil Experiences Biggest Two-Day Drop Since May 2010,-1
 Wheat and Lead Lead Declines in S&P GSCI Index of Raw Materials,-1
 Cocoa Prices Rise Amidst Ivory Coast Civil War Chaos.,-1
"Treasuries, Stocks, Dollar Gain as Obama Announces Deficit Cuts",0
U.S. Treasuries Rise as Obama Outlines Plans for Government Spending Cuts and Tax Increases,0
Dollar Reverses Losses Against Euro,0
Technology Stocks Lead Gains in S&P 500,0
"U.S. Economy Expands at Moderate Pace, Led by Manufacturing",0
U.S. Retail Sales Advance for Ninth Month in March,0
JPMorgan Chase Reports 67% Profit Growth,0
European Stocks Rebound as Factory Output Rises,1
" Yen Depreciates Against Dollar, Snapping Four-Day Gain",1
 New Zealand's Currency Strengthens as House Prices Increase,1
 Sweden's Krona Climbs Against Euro as Government Raises Growth Forecast,1
 Arabica Coffee Futures and Hogs Lead Gains in Commodities,0
 MSCI Emerging Markets Index Rallies After Significant Drop.,1
Dollar Holds Strong Against Yen Following Fed Minutes,1
Gold Maintains Losses as S&P 500 Slips from Record,1
South Korean Won Slides as Forward Contracts Drop,1
New Zealand Stocks Retreat Following S&P 500 Decline,1
"Iron Ore Drops to Five-Year Low, Impacting Australian Stock Futures",0
Fed Minutes Indicate Concern Over Slow Price Growth,0
S&P 500 and Dow Jones Industrial Average Drop from Record Highs,0
Fed Officials Highlight Improvement in U.S. Labor Market,0
Inflation Stagnates Despite Strengthening Labor-Market Indicators,0
 Japanese Yen Weakens Amid Early Election and Delayed Sales Tax Increase,1
 Korean Currency Weakens Amid Yen's Slump,1
 Treasury Note Yields Fluctuate in U.S. Market,0
 Gold Drops to Lowest Intraday Level of the Week,1
" Brent Crude Oil Extends Decline, OPEC to Discuss Production Levels",0
 West Texas Intermediate Oil Remains Steady After Previous Declines.,1
U.S. Stocks and Oil Rally as Consumer Confidence and Manufacturing Data Surpass Estimates,1
Treasuries Gain and Dollar Advances Amid Europe's Debt Crisis Concerns,1
"Gold Reaches Record High, Silver Touches 31-Year High",1
Ireland's 10-Year Yield Rises Following Credit Rating Downgrade,-1
"Google Inc. Reports Lower-Than-Estimated Profit, Shares Drop 8.3%",-1
"U.S. Economy Continues to Expand, Recovery Sustaining",1
S&P 500 Gains Led by Utilities and Health-Care Stocks,1
"Consumer Sentiment Rises Above Forecasts, Boosting Stocks",0
10-Year Treasury Notes Record First Weekly Gain in a Month,-1
